Surname,Region
კაჭკაჭოვი,იმერეთი
კახაია,იმერეთი
კახაძე,იმერეთი
კახელი,იმერეთი
კახიანი,იმერეთი
კახიძე,იმერეთი
კახნიაშვილი,იმერეთი
კბილაშვილი,იმერეთი
კევალიშვილი,იმერეთი
კევენაძე,იმერეთი
კევლიშვილი,იმერეთი
კეზევაძე,იმერეთი
კეთილაძე,იმერეთი
კეკელია,იმერეთი
კეკელიძე,იმერეთი
კეკენაძე,იმერეთი
კელენჯერიძე,იმერეთი
კენჭოშვილი,იმერეთი
კეპულაძე,იმერეთი
კეჟერაძე,იმერეთი
კერელეისშვილი,იმერეთი
კერესელიძე,იმერეთი
კერვალიშვილი,იმერეთი
კერკენჯია,იმერეთი
კესარელი,იმერეთი
გვარი,იმერეთი
კეშელავა,იმერეთი
კვამლაძე,იმერეთი
კვანტალიანი,იმერეთი
კვანტიძე,იმერეთი
კვანტრე,იმერეთი
კვანტრეშვილი,იმერეთი
კვანცხაძე,იმერეთი
კვარაცხელია,იმერეთი
კვარამცხია,იმერეთი
კვარაცხია,იმერეთი
კვატაშიძე,იმერეთი
კვატიტი,იმერეთი
კვახაძე,იმერეთი
კვახაჭელიძე,იმერეთი
კვერეხაძე,იმერეთი
კვერნაძე,იმერეთი
კვერღელიძე,იმერეთი
კვესაძე,იმერეთი
კვესიტაძე,იმერეთი
კვეტენაძე,იმერეთი
კვეჩეხაძე,იმერეთი
კვეცაძე,იმერეთი
კვიმსაძე,იმერეთი
კვინიკაძე,იმერეთი
კვინიხიძე,იმერეთი
კვინტრაძე,იმერეთი
კვინცარიძე,იმერეთი
კვიჟაშვილი,იმერეთი
კვიჟინაძე,იმერეთი
კვირაკვახიძე,იმერეთი
კვირიკაშვილი,იმერეთი
კვირიკაძე,იმერეთი
კვირიკეშვილი,იმერეთი
კვირიკეიშვილი,იმერეთი
კვიცარიძე,იმერეთი
კიბაბიძე,იმერეთი
კივილაძე,იმერეთი
კიზივაძე,იმერეთი
კიზურია,იმერეთი
კიკაბიძე,იმერეთი
კიკალეიშვილი,იმერეთი
კიკატუნაძე,იმერეთი
კიკატუნიძე,იმერეთი
კიკაჩეიშვილი,იმერეთი
კიკვაძე,იმერეთი
კიკვიძე,იმერეთი
კიკიანი,იმერეთი
კიკნაველიძე,იმერეთი
კიკნაძე,იმერეთი
კიკოიშვილი,იმერეთი
კიკოლაშვილი,იმერეთი
კიკოლიაშვილი,იმერეთი
კიკუტაძე,იმერეთი
კილაძე,იმერეთი
კილვარიძე,იმერეთი
კილტავა,იმერეთი
კინწურაშვილი,იმერეთი
კინწურია,იმერეთი
კიპაროიძე,იმერეთი
კირვალიშვილი,იმერეთი
კირვალიძე,იმერეთი
კომუნაძე,იმერეთი
კოკელაძე,იმერეთი
კოკელიძე,იმერეთი
კოკოჩაშვილი,იმერეთი
კოკუბა,იმერეთი
კომლაძე,იმერეთი
კოპალეიშვილი,იმერეთი
კოპალიანი,იმერეთი
კოპაძე,იმერეთი
