Surname,Region
გორთამაშვილი,ქართლი
გორიაშვილი,ქართლი
გორძამაშვილი,ქართლი
გორჯოლაძე,ქართლი
გოსტამაშვილი,ქართლი
გოშნიაშვილი,ქართლი
გოჩაშვილი,ქართლი
გოჩიაშვილი,ქართლი
გოჩიშვილი,ქართლი
გოჭაშვილი,ქართლი
გოჭოშვილი,ქართლი
გოხაძე,ქართლი
გოხელაშვილი,ქართლი
გრაკალიშვილი,ქართლი
გრიალაშვილი,ქართლი
გრიგალაშვილი,ქართლი
გრიგოლიშვილი,ქართლი
გრიშაშვილი,ქართლი
გუგეშვილი,ქართლი
გუგულაშვილი,ქართლი
გუგულიშვილი,ქართლი
გუგუნაშვილი,ქართლი
გუგუნიშვილი,ქართლი
გუგუტიშვილი,ქართლი
გუგუშაშვილი,ქართლი
გუდაშვილი,ქართლი
გუდაძე,ქართლი
გუდიაშვილი,ქართლი
გუდიშვილი,ქართლი
გუზიტაშვილი,ქართლი
გუთნიაშვილი,ქართლი
გულარაშვილი,ქართლი
გულაშვილი,ქართლი
გულბათაშვილი,ქართლი
გულდამაშვილი,ქართლი
გულვერდაშვილი,ქართლი
გულიაშვილი,ქართლი
გულიკაშვილი,ქართლი
გულისაბედაშვილი,ქართლი
გულისაშვილი,ქართლი
გულიშვილი,ქართლი
გულუაშვილი,ქართლი
გუნაშვილი,ქართლი
გუნდიაშვილი,ქართლი
გუნდიშვილი,ქართლი
გურასპაული,ქართლი
გურასპაშვილი,ქართლი
გურგენაშვილი,ქართლი
გურწიშვილი,ქართლი
გურჯიშვილი,ქართლი
გუტიკაშვილი,ქართლი
გუშარაშვილი,ქართლი
გუჩმაზაშვილი,ქართლი
გუჯარაიძე,ქართლი
გუჯელაშვილი,ქართლი
დაბრუნდაშვილი,ქართლი
დადეგაშვილი,ქართლი
დადეშელი,ქართლი
დადეშვილი,ქართლი
დადიანიძე,ქართლი
დავარაშვილი,ქართლი
დავითაშვილი,ქართლი
დავითიშვილი,ქართლი
დავითიძე,ქართლი
დავითლიძე,ქართლი
დავითური,ქართლი
დავრაშელიძე,ქართლი
დათაშვილი,ქართლი
დათვიაშვილი,ქართლი
დათიკაშვილი,ქართლი
დათოშვილი,ქართლი
დათუნაშვილი,ქართლი
დათუნიკაშვილი,ქართლი
დაიაური,ქართლი
დალალიშვილი,ქართლი
დალაქიშვილი,ქართლი
დამბურაჯელი,ქართლი
დანგიაშვილი,ქართლი
დანდლიშვილი,ქართლი
დანდურიშვილი,ქართლი
დარბაისელი,ქართლი
დარბიაშვილი,ქართლი
დარბუაშვილი,ქართლი
დარგუაშვილი,ქართლი
დარძულიძე,ქართლი
დაუთაშვილი,ქართლი
დაფქვიაშვილი,ქართლი
დაფქოშვილი,ქართლი
დაქუზაშვილი,ქართლი
დაღელაშვილი,ქართლი
დაღელიშვილი,ქართლი
დედალამაზიშვილი,ქართლი
დედანაშვილი,ქართლი
დევდახაშვილი,ქართლი
დევნოზაშვილი,ქართლი
დევრისაშვილი,ქართლი
დევსურაშვილი,ქართლი
დელიბაშვილი,ქართლი
დელიქსიშვილი,ქართლი
დემეტრაშვილი,ქართლი
დემეშვილი,ქართლი
დემურაშვილი,ქართლი
დემურაძე,ქართლი
დემურიშვილი,ქართლი
დესპოტაშვილი,ქართლი
დიაკვნიშვილი,ქართლი
დიდებაშვილი,ქართლი
დიდებელი,ქართლი
დიდებული,ქართლი
დიდებულიძე,ქართლი
დილიმაშვილი,ქართლი
დიმიტრიშვილი,ქართლი
დინუაშვილი,ქართლი
დიღმელაშვილი,ქართლი
დობაძიშვილი,ქართლი
დოგუზაშვილი,ქართლი
დოდიაშვილი,ქართლი
დოთიაშვილი,ქართლი
დოინჯიშვილი,ქართლი
დოიჯაშვილი,ქართლი
დოკაძე,ქართლი
დოლიაშვილი,ქართლი
დოლიშვილი,ქართლი
დოლუაშვილი,ქართლი
დომელაშვილი,ქართლი
დონგუზაშვილი,ქართლი
დონდუაშვილი,ქართლი
დონღუზაშვილი,ქართლი
დორეული,ქართლი
დოსმიშვილი,ქართლი
დოქიძე,ქართლი
დოღანაძე,ქართლი
დოღუზაშვილი,ქართლი
დოხტურიშვილი,ქართლი
დრიაშვილი,ქართლი
დუდაური,ქართლი
დუდაშვილი,ქართლი
დულარიძე,ქართლი
დურგლიშვილი,ქართლი
დურდიაძე,ქართლი
დურული,ქართლი
დუღაძე,ქართლი
დუშაშვილი,ქართლი
ეღიკაშვილი,ქართლი
ებილაშვილი,ქართლი
ებიტაშვილი,ქართლი
ებრელიძე,ქართლი
ეგაძე,ქართლი
ეგნატაშვილი,ქართლი
ეგრისელაშვილი,ქართლი
ედილაშვილი,ქართლი
ედიშერაშვილი,ქართლი
ეთერაშვილი,ქართლი
ეკალაძე,ქართლი
ეკიზაშვილი,ქართლი
ელანდიშვილი,ქართლი
ელბაქიძე,ქართლი
ელგანდაშვილი,ქართლი
ელგენდარაშვილი,ქართლი
ელიაური,ქართლი
ელიაშვილი,ქართლი
ელიკაური,ქართლი
ელიკაშვილი,ქართლი
ელიოზაშვილი,ქართლი
ელიოზიშვილი,ქართლი
ელისაბედაშვილი,ქართლი
ელკანიშვილი,ქართლი
ელოშვილი,ქართლი
ელუაშვილი,ქართლი
ელყანაშვილი,ქართლი
ელყანიშვილი,ქართლი
ელჩიბეგაშვილი,ქართლი
ემანულიძე,ქართლი
ენუქაშვილი,ქართლი
ეპიტაშვილი,ქართლი
ერაშვილი,ქართლი
ერგემლიძე,ქართლი
ერგეშიძე,ქართლი
ესიაშვილი,ქართლი
ესტატეშვილი,ქართლი
ესტატიშვილი,ქართლი
ეუაშვილი,ქართლი
ექვსშაურაშვილი,ქართლი
ექვშაურაშვილი,ქართლი
ექიზაშვილი,ქართლი
ელიკაშვილი,ქართლი
ეშმაკურაშვილი,ქართლი
ეცადაშვილი,ქართლი
ეხისკელაშვილი,ქართლი
ეჯიბაშვილი,ქართლი
ეჯიბიშვილი,ქართლი
ეჯოშვილი,ქართლი
ვაზაგაშვილი,ქართლი
ვათიაშვილი,ქართლი
ვალიაური,ქართლი
ვალიშვილი,ქართლი
ვანიშვილი,ქართლი
ვაჟიკაშვილი,ქართლი
ვარდანაშვილი,ქართლი
ვარდიშვილი,ქართლი
ვარდუაშვილი,ქართლი
ვართასაშვილი,ქართლი
ვართუმაშვილი,ქართლი
ვარსიმაშვილი,ქართლი
ვარძელაშვილი,ქართლი
ვარძუკაშვილი,ქართლი
ვატიტაძე,ქართლი
ვაშაგაშვილი,ქართლი
ვახტანგაშვილი,ქართლი
ვახტანგიშვილი,ქართლი
ვახტანგიძე,ქართლი
ვეზირიშვილი,ქართლი
ველთაური,ქართლი
ვერძეული,ქართლი
ვეშაგური,ქართლი
ვეშაპელი,ქართლი
ვეშაპური,ქართლი
ზანგური,ქართლი
ზაალიშვილი,ქართლი
ზაბილონი,ქართლი
ზაგაშვილი,ქართლი
ზადიაშვილი,ქართლი
ზადიშვილი,ქართლი
ზაველური,ქართლი
ზავრადაშვილი,ქართლი
ზაზანაშვილი,ქართლი
ზაზარაშვილი,ქართლი
ზაზიაშვილი,ქართლი
ზაზიკაშვილი,ქართლი
ზაზუნიშვილი,ქართლი
ზაკუტაშვილი,ქართლი
ზალიშვილი,ქართლი
ზალოშვილი,ქართლი
ზამთარაშვილი,ქართლი
ზამთრეული,ქართლი
ზანაძე,ქართლი
ზანგალაძე,ქართლი
ზანდარაშვილი,ქართლი
ზანდუკელი,ქართლი
ზარაფიშვილი,ქართლი
ზარხოზაშვილი,ქართლი
ზაუტაშვილი,ქართლი
ზაქაიძე,ქართლი
ზაქარაშვილი,ქართლი
ზაქარიაშვილი,ქართლი
ზაქარიძე,ქართლი
ზაქოძე,ქართლი
ზაქუტაშვილი,ქართლი
ზებედაშვილი,ქართლი
ზეგარდელი,ქართლი
ზედგენიძე,ქართლი
ზედგინიძე,ქართლი
ზეიკიძე,ქართლი
ზეინკლიშვილი,ქართლი
ზენაშვილი,ქართლი
ზერეკიძე,ქართლი
ზექალაშვილი,ქართლი
ზვიადაური,ქართლი
ზიზიაშვილი,ქართლი
ზითანიშვილი,ქართლი
ზინდრიშვილი,ქართლი
ზოდიაშვილი,ქართლი
ზოზიაშვილი,ქართლი
ზოზრაშვილი,ქართლი
ზონენაშვილი,ქართლი
ზოტიკიშვილი,ქართლი
ზუბალაშვილი,ქართლი
ზუბაშვილი,ქართლი
ზუბაძე,ქართლი
ზუბიაშვილი,ქართლი
ზუმბულიძე,ქართლი
ზუმიაშვილი,ქართლი
ზურაბიშვილი,ქართლი
ზურუბაშვილი,ქართლი
ზღუდაძე,ქართლი
თორიაშვილი,ქართლი
თაბორიძე,ქართლი
თაბოშვილი,ქართლი
თაბუაშვილი,ქართლი
თაბუშვილი,ქართლი
თაგაური,ქართლი
თაგვაშვილი,ქართლი
თაგვიაშვილი,ქართლი
თადაშვილი,ქართლი
თადიაური,ქართლი
თადიაშვილი,ქართლი
თავზარაშვილი,ქართლი
თავთავაძე,ქართლი
თავყელიშვილი,ქართლი
თავშავაძე,ქართლი
თაზიაშვილი,ქართლი
თათანაშვილი,ქართლი
თათარაშვილი,ქართლი
თათარსაბაშვილი,ქართლი
თათაშვილი,ქართლი
თათელაძე,ქართლი
თათიაშვილი,ქართლი
თათიკაშვილი,ქართლი
თათიკიშვილი,ქართლი
თათრიშვილი,ქართლი
თათულაშვილი,ქართლი
თათუხაშვილი,ქართლი
თათხაშვილი,ქართლი
თაკაშვილი,ქართლი
თამაზიშვილი,ქართლი
თამარაშვილი,ქართლი
თამასიძე,ქართლი
თანანაშვილი,ქართლი
თანდარაშვილი,ქართლი
თანდიაშვილი,ქართლი
თანდუაშვილი,ქართლი
თანიაშვილი,ქართლი
